date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:56:10	6937/6937	U--M-Z	200	updated ('OK')	application/javascript	etag:%221b19-5bd96fee50152-gzip%22	http://192.168.0.92/wp-includes/js/dist/hooks.min.js?ver=50e23bed88bcb9e6e14023e9961698c1	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/hooks.minf521.js	(from http://192.168.0.92/wp-login.php)
19:56:10	10166/10166	U--M-Z	200	updated ('OK')	application/javascript	etag:%2227b6-5bd96fee7b0cf-gzip%22	http://192.168.0.92/wp-includes/js/dist/i18n.min.js?ver=db9a9a37da262883343e941c3731bc67	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/i18n.min87d6.js	(from http://192.168.0.92/wp-login.php)
19:56:10	1123/1123	U--M-Z	200	updated ('OK')	application/javascript	etag:%22463-5bd96fdabd69c-gzip%22	http://192.168.0.92/wp-admin/js/password-strength-meter.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/js/password-strength-meter.mine23c.js	(from http://192.168.0.92/wp-login.php)
19:56:10	1077/1077	U--M-Z	200	updated ('OK')	application/javascript	etag:%22435-5bc2be70cbbbf-gzip%22	http://192.168.0.92/wp-includes/js/wp-util.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/wp-util.mine23c.js	(from http://192.168.0.92/wp-login.php)
19:56:10	16057/16057	U--M-Z	200	updated ('OK')	application/javascript	etag:%223eb9-5bd96ff34c6e8-gzip%22	http://192.168.0.92/wp-includes/js/underscore.min.js?ver=1.8.3	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/underscore.min4511.js	(from http://192.168.0.92/wp-login.php)
19:56:10	6113/6113	U--M-Z	200	updated ('OK')	application/javascript	etag:%2217e1-5bd96fdbd7a2c-gzip%22	http://192.168.0.92/wp-admin/js/user-profile.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/js/user-profile.mine23c.js	(from http://192.168.0.92/wp-login.php)
19:56:11	7862/7862	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:56:10%20GMT	http://192.168.0.92/wp-login.php?redirect_to=http%3A%2F%2F192.168.0.92%2Fwp-admin%2F%26reauth=1	D:/proretia.it_static/proretia.it/192.168.0.92/wp-logincb5c.html	(from http://192.168.0.92/wp-admin/)
19:56:11	1742/1742	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%22d7317333c258c08177750245a280b6b8-gzip%22	http://192.168.0.92/index.php/author/aasolutions/feed/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/author/aasolutions/feed/index.html	(from http://192.168.0.92/index.php/author/aasolutions/)
19:56:11	56564/56564	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22dcf4-5b712fc71fd8a%22	http://192.168.0.92/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/fonts/dashicons7d4b.eot	(from http://192.168.0.92/wp-includes/css/dashicons.min.css?ver=5.7)
19:56:11	56392/56392	U-----	200	untouched ('')	application/font-sfnt	etag:%22dc48-5b712fc723c0a%22	http://192.168.0.92/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/fonts/dashicons7d4b.ttf	(from http://192.168.0.92/wp-includes/css/dashicons.min.css?ver=5.7)
19:56:11	623/623	U-----	200	untouched ('')	application/json	date:Mon,%2015%20Mar%202021%2018:48:34%20GMT	http://192.168.0.92/index.php/wp-json/wp/v2/users/1	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/wp/v2/users/1.json	(from http://192.168.0.92/index.php/author/aasolutions/)
19:56:11	1372/1372	U-----	200	untouched ('')	image/gif	etag:%2255c-5b712fc10e280%22	http://192.168.0.92/wp-admin/images/loading.gif	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/images/loading.gif	(from http://192.168.0.92/wp-admin/css/forms.min.css?ver=5.7)
19:56:11	3113/3113	U-----	200	untouched ('')	image/png	etag:%22c29-5b712fc13b13e%22	http://192.168.0.92/wp-admin/images/w-logo-blue.png?ver=20131202	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/images/w-logo-blue7a53.png	(from http://192.168.0.92/wp-admin/css/login.min.css?ver=5.7)
19:56:11	1521/1521	U-----	200	untouched ('OK')	image/svg+xml	etag:%225f1-5b712fc13efbe%22	http://192.168.0.92/wp-admin/images/wordpress-logo.svg?ver=20131107	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/images/wordpress-logo7d6b.svg	(from http://192.168.0.92/wp-admin/css/login.min.css?ver=5.7)
